KEYBOARD_TYPE: tablet
PRACTICE_WORDS_PER_INPUT: 3
WORD_ORDER: [bale, coy, find, core, hailed, mans, sires, sicker, falls, sue, dipped, dubbed, tin, shier, tales]
FRECHET_DISTANCE_TOUCH_ONLY_MODIFIED_SHORTEST: [412.65372, 143.71751, 205.73616, 294.76917, 181.6484, 290.3223, 238.23062, 217.55927, 144.76988, 98.311935, 254.1317, 289.95447, 147.8662, 258.84375, 181.49234]
FRECHET_DISTANCE_TOUCH_ONLY_MODIFIED_BACKSPACE: [166.46085, 143.71751, 205.73616, 294.76917, 181.6484, 290.3223, 238.23062, 217.55927, 144.76988, 98.311935, 254.1317, 289.95447, 147.8662, 258.84375, 181.49234]
KEYBOARD_TYPE: leapAirBimodal
PRACTICE_WORDS_PER_INPUT: 4
WORD_ORDER: [hopped, fir, pans, sites, wicker, sinned, shied, failed, dire, run, sit, fine, dales, halls, tale]
NUMBER_OF_TIMES_PLANE_BREACHED: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
DISTANCE_TRAVELED_TOUCH_ONLY: [1435.3734, 987.99176, 1842.7394, 1130.987, 2306.7942, 1497.2247, 1267.4844, 1724.2881, 1179.9789, 685.558, 1099.1467, 1141.8499, 1698.7781, 1836.9382, 1695.6716]
DISTANCE_TRAVELED_TOUCH_ONLY_SHORTEST: [1435.3734, 987.99176, 1842.7394, 1130.987, 2306.7942, 1497.2247, 1267.4844, 1724.2881, 1179.9789, 685.558, 1099.1467, 1141.8499, 1698.7781, 1836.9382, 1695.6716]
TIME_DURATION_TOUCH_ONLY: [3.2945957, 1.8876309, 2.7644525, 2.3222072, 4.0997734, 3.5320654, 2.9410987, 3.686965, 2.3520947, 1.6886464, 1.8493419, 2.7354026, 3.3331966, 2.4785736, 2.64598]
TIME_DURATION_TOUCH_ONLY_SHORTEST: [3.2945957, 1.8876309, 2.7644525, 2.3222072, 4.0997734, 3.5320654, 2.9410987, 3.686965, 2.3520947, 1.6886464, 1.8493419, 2.7354026, 3.3331966, 2.4785736, 2.64598]
AVERAGE_PIXEL_VELOCITY: [434.819, 524.81775, 666.11096, 487.82474, 562.514, 423.7019, 432.034, 467.96765, 501.46017, 406.21973, 593.93286, 417.59033, 509.29477, 739.1598, 639.69324]
REACTION_TIME_FIRST_PRESSED: [1.5271677, 1.3337629, 1.4838681, 1.083713, 1.8006536, 1.3517431, 1.0837127, 1.2169641, 1.2670897, 0.9335993, 1.2005504, 1.1670139, 1.2003462, 1.3171105, 1.5005229]
REACTION_TIME_FIRST_TOUCH: [1.5271677, 1.3337629, 1.4838681, 1.083713, 1.8006536, 1.3517431, 1.0837127, 1.2169641, 1.2670897, 0.9335993, 1.2005504, 1.1670139, 1.2003462, 1.3171105, 1.5005229]
AVERAGE_REACTION_TIME_TO_ERRORS: [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
TEXT_ENTRY_RATE_WPM: [18.211643, 12.714351, 13.022471, 20.669989, 14.634955, 16.987228, 16.320433, 16.273548, 15.305507, 14.212567, 12.97759, 13.1607685, 14.400591, 19.36598, 13.605547]
TEXT_ENTRY_RATE_MODIFIED_WPM_SHORTEST: [18.211643, 12.714351, 13.022471, 20.669989, 14.634955, 16.987228, 16.320433, 16.273548, 15.305507, 14.212567, 12.97759, 13.1607685, 14.400591, 19.36598, 13.605547]
TEXT_ENTRY_RATE_MODIFIED_WPM_VULTURE: [14.932296, 11.175287, 11.298583, 17.616385, 12.202508, 14.742592, 14.907532, 14.682105, 13.262657, 13.72869, 11.803695, 12.300071, 13.234683, 15.807428, 11.576021]
TEXT_ENTRY_RATE_MODIFIED_WPM_SHORTEST_VULTURE: [14.932296, 11.175287, 11.298583, 17.616385, 12.202508, 14.742592, 14.907532, 14.682105, 13.262657, 13.72869, 11.803695, 12.300071, 13.234683, 15.807428, 11.576021]
ERROR_RATE_KSPC: [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
ERROR_RATE_MODIFIED_KSPC_SHORTEST: [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
ERROR_RATE_MODIFIED_MSD_SHORTEST: [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
ERROR_RATE_MODIFIED_MSD_BACKSPACE: [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
ERROR_RATE_MWD: [0.0]
ERROR_RATE_MODIFIED_MWD_SHORTEST: [0.0]
ERROR_RATE_MODIFIED_MWD_BACKSPACE: [0.0]
TOTAL_ERROR_RATE: [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
TOTAL_ERROR_RATE_MODIFIED_SHORTEST: [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
TOTAL_ERROR_RATE_MODIFIED_BACKSPACE: [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
FRECHET_DISTANCE_TOUCH_ONLY: [368.46887, 435.6643, 343.79565, 364.48944, 440.53162, 356.91953, 343.29602, 361.34506, 435.3783, 301.616, 415.19638, 421.7062, 404.0234, 362.54956, 435.74954]
FRECHET_DISTANCE_TOUCH_ONLY_MODIFIED_SHORTEST: [368.46887, 435.6643, 343.79565, 364.48944, 440.53162, 356.91953, 343.29602, 361.34506, 435.3783, 301.616, 415.19638, 421.7062, 404.0234, 362.54956, 435.74954]
FRECHET_DISTANCE_TOUCH_ONLY_MODIFIED_BACKSPACE: [368.46887, 435.6643, 343.79565, 364.48944, 440.53162, 356.91953, 343.29602, 361.34506, 435.3783, 301.616, 415.19638, 421.7062, 404.0234, 362.54956, 435.74954]
